gene_id,gene_name,gene_length,twoD_1,twoD_2,twoD_3,twoD_4,dynamic_2,dynamic_3,dynamic_4,dynamic_5,static_1,static_2,static_4,static_5
ENSBTAG00000044050,XKR4,2190,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000005893,TMEM68,2911,844,215,296,562,309,466,489,438,535,422,427,247
ENSBTAG00000005898,TGS1,3029,1298,804,537,211,554,742,907,743,986,804,568,971
ENSBTAG00000020034,LYN,3787,221,156,36,32,94,52,47,51,130,76,235,103
ENSBTAG00000019147,RPS20,602,6304,4789,11784,16997,6573,13249,3598,5549,7395,3635,7205,6395
ENSBTAG00000045097,RF01277,67,0,0,0,0,0,0,3,1,0,0,0,1
ENSBTAG00000028889,RF00003,164,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000019145,MOS,1023,4188,11566,6439,2575,9397,8715,10734,8567,2897,4020,5431,11319
ENSBTAG00000004022,PLAG1,2001,0,18,6,0,2,0,13,4,15,13,20,20
ENSBTAG00000049910,CHCHD7,1695,924,694,2487,1998,797,1366,793,602,1143,831,870,906
ENSBTAG00000054153,NA,354,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000018570,SDR16C5,1265,0,0,16,43,0,0,18,0,46,6,11,1
ENSBTAG00000040321,SDR16C6,1538,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000004924,PENK,1810,0,0,9,0,0,0,0,0,3,0,4,0
ENSBTAG00000043923,RF00026,95,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000015637,IMPAD1,2387,146,57,133,546,251,775,276,498,319,289,120,62
ENSBTAG00000050550,FAM110B,1864,1041,754,619,787,688,635,499,763,407,514,430,602
ENSBTAG00000047136,NA,156,0,0,1,1,0,0,0,1,0,0,0,1
ENSBTAG00000051748,NA,1270,0,9,8,0,7,0,1,0,9,0,0,4
ENSBTAG00000009138,UBXN2B,5420,1550,943,559,1140,1009,466,680,668,1344,554,1471,764
ENSBTAG00000005287,CYP7A1,2667,0,0,0,0,0,0,0,0,0,0,1,0
ENSBTAG00000033622,RF00003,164,0,1,0,0,0,0,3,0,1,0,0,0
ENSBTAG00000019910,SDCBP,2004,9101,5522,3300,2642,2535,3699,1804,2198,5680,1286,7757,6127
ENSBTAG00000008958,NSMAF,3563,184,162,116,194,168,281,107,168,144,123,139,116
ENSBTAG00000004954,TOX,3817,8,25,36,38,12,63,110,39,69,83,43,7
ENSBTAG00000054521,NA,1434,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017529,CA8,2733,14,60,49,40,27,8,26,38,92,67,86,46
ENSBTAG00000000948,RAB2A,2215,10843,3857,3025,5359,3503,5621,4279,5383,6230,4050,3950,2834
ENSBTAG00000050813,NA,1168,0,0,1,0,0,0,0,0,3,0,0,3
ENSBTAG00000021841,CHD7,8818,292,309,62,48,216,421,500,394,110,389,99,137
ENSBTAG00000053382,NA,1850,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052540,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043978,CLVS1,1238,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000026283,ASPH,4142,43,32,13,47,42,425,9,55,32,91,41,50
ENSBTAG00000044415,RF00001,111,295,283,493,979,513,596,495,286,459,459,1085,546
ENSBTAG00000054400,NKAIN3,1983,6,11,2,65,35,97,0,67,49,0,5,17
ENSBTAG00000045031,RF00156,126,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000007534,GGH,1697,1413,719,627,898,690,966,883,898,1311,1128,998,801
ENSBTAG00000022471,TTPA,2713,82,3,9,11,12,64,0,16,9,7,8,2
ENSBTAG00000018557,YTHDF3,6412,2463,942,840,1960,1511,2985,1753,1953,2443,2242,1811,785
ENSBTAG00000055090,NA,396,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036421,bta-mir-124a-2,111,0,0,1,0,0,0,0,0,0,0,0,0
ENSBTAG00000001299,CYP7B1,4136,0,3,11,0,2,15,10,21,14,7,0,5
ENSBTAG00000033173,BHLHE22,1086,0,5,0,0,24,9,1,11,0,6,11,2
ENSBTAG00000044542,RF00100,256,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000054289,RF00026,107,0,0,0,0,0,0,0,0,0,7,0,0
ENSBTAG00000015901,ARMC1,3068,7800,7784,3044,4005,4721,4769,4038,5195,8397,8070,8542,6868
ENSBTAG00000008629,MTFR1,2201,14400,7475,6744,7605,7029,7229,6582,9064,13405,10020,10973,7738
ENSBTAG00000011614,PDE7A,911,126,122,24,5,25,44,57,54,38,49,132,80
ENSBTAG00000054430,RF00139,132,0,0,0,0,0,0,2,1,0,0,0,0
ENSBTAG00000021821,NA,810,1,3,3,5,9,55,0,3,0,3,1,6
ENSBTAG00000055026,NA,270,0,12,3,0,2,0,3,1,8,6,12,12
ENSBTAG00000053011,NA,1531,0,18,3,2,4,3,4,4,27,8,9,29
ENSBTAG00000015229,DNAJC5B,1170,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000021009,TRIM55,1215,0,0,0,0,0,0,1,0,0,0,0,7
ENSBTAG00000033128,CRH,911,1406,2930,479,354,925,1074,1525,1178,718,889,1335,2996
ENSBTAG00000016716,RRS1,1762,272,176,488,1028,196,276,247,291,254,343,186,163
ENSBTAG00000004476,ADHFE1,1853,449,217,737,1319,152,130,111,134,390,333,441,195
ENSBTAG00000002192,VXN,3195,0,8,0,0,0,0,4,0,1,0,4,1
ENSBTAG00000053995,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000011981,MYBL1,2932,250,57,63,211,83,78,87,109,193,233,54,53
ENSBTAG00000006695,VCPIP1,4050,86,70,49,56,51,158,60,17,34,70,39,72
ENSBTAG00000013284,SGK3,3375,66,50,65,0,10,309,97,98,180,49,64,41
ENSBTAG00000000620,MCMDC2,1638,18,26,36,80,25,38,13,19,52,28,42,20
ENSBTAG00000043234,RF00439,87,0,0,0,0,0,10,0,0,0,0,0,0
ENSBTAG00000048552,NA,1457,55,128,166,50,128,380,56,96,143,32,148,169
ENSBTAG00000050513,TCF24,670,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000011205,PPP1R42,1794,0,5,5,1,1,117,0,6,0,7,0,4
ENSBTAG00000028700,RF00001,109,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002784,COPS5,1582,169,74,85,277,206,1383,35,226,119,76,136,148
ENSBTAG00000014689,CSPP1,4460,14388,7318,3623,2131,4446,4633,5195,5088,10058,6213,8581,6496
ENSBTAG00000014691,ARFGEF1,9076,940,388,299,703,438,1077,722,882,747,1003,344,233
ENSBTAG00000044080,CPA6,1317,58,68,180,33,32,28,50,33,36,51,62,78
ENSBTAG00000022169,PREX2,5889,17,7,3,0,20,2,33,8,2,13,6,8
ENSBTAG00000022588,C14H8orf34,2077,93,43,39,24,79,114,53,72,37,56,80,60
ENSBTAG00000004720,SULF1,3448,0,0,0,0,0,39,1,0,0,0,0,0
ENSBTAG00000032881,SLCO5A1,3175,1,0,2,6,6,0,3,0,1,7,29,0
ENSBTAG00000000060,PRDM14,1716,0,14,14,0,0,0,0,0,41,12,15,3
ENSBTAG00000020312,NCOA2,6130,661,647,277,248,517,604,573,501,535,922,435,407
ENSBTAG00000050625,NA,288,0,0,0,0,0,0,1,0,1,1,0,0
ENSBTAG00000050325,bta-mir-2285bw,53,0,0,0,0,1,0,1,0,0,0,0,0
ENSBTAG00000050330,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042529,RF00026,106,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000007562,TRAM1,2828,923,457,316,601,269,1522,822,623,578,683,547,700
ENSBTAG00000001808,LACTB2,1323,475,368,338,385,287,365,182,248,300,261,435,365
ENSBTAG00000048138,XKR9,1910,0,10,18,0,4,1,23,8,24,32,5,3
ENSBTAG00000043212,RF00581,89,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000011298,EYA1,4492,3041,1916,1337,1331,1447,1264,1652,1260,2203,2010,1970,1607
ENSBTAG00000005404,MSC,1676,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048963,NA,1290,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002062,TRPA1,4222,73,9,25,0,9,2,21,1,60,25,6,12
ENSBTAG00000053459,NA,501,10,7,2,2,4,5,5,10,7,8,6,11
ENSBTAG00000040496,KCNB2,2736,0,0,2,0,1,28,0,28,8,0,0,3
ENSBTAG00000054013,bta-mir-1603,71,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043614,RF00026,108,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000032982,TERF1,2423,1069,431,366,573,363,820,422,563,968,841,798,502
ENSBTAG00000017249,SBSPON,1183,0,2,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048369,NA,219,618,558,1644,1708,1251,1138,609,1037,393,1076,1147,831
ENSBTAG00000049035,C8orf89,486,245,158,195,169,173,111,254,162,167,194,159,95
ENSBTAG00000020139,RPL7,1089,1407,1812,2671,4952,2651,13084,584,2902,3390,1179,1488,2958
ENSBTAG00000020143,RDH10,1452,2587,1590,1305,1365,2103,1710,1926,1328,1726,1827,1667,1575
ENSBTAG00000002076,STAU2,3135,1960,691,508,951,429,628,302,455,1188,461,1196,721
ENSBTAG00000045269,bta-mir-2284l,73,0,0,1,1,0,0,0,0,0,0,0,0
ENSBTAG00000045113,RF00026,88,0,0,0,0,2,0,0,0,0,0,2,0
ENSBTAG00000048843,UBE2W,7220,2177,520,1098,1802,720,1535,1466,1347,2306,1997,969,486
ENSBTAG00000050514,ELOC,5435,17768,9692,14579,20119,9773,10622,7468,8714,15281,7692,16312,11654
ENSBTAG00000012920,TMEM70,1545,188,266,338,630,236,623,262,261,397,144,331,405
ENSBTAG00000008864,LY96,781,0,0,0,19,9,0,0,0,0,0,3,0
ENSBTAG00000054912,NA,2000,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048533,NA,1239,0,0,0,0,0,0,0,1,0,0,0,0
ENSBTAG00000051216,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000032944,NA,1128,0,0,0,0,0,0,0,0,0,3,0,0
ENSBTAG00000008842,JPH1,4782,2446,833,785,488,576,406,456,703,1300,390,1314,1095
ENSBTAG00000012608,GDAP1,3914,421,318,282,277,293,314,454,247,625,356,493,223
ENSBTAG00000019587,PI15,1813,12,13,9,0,6,5,0,15,0,0,0,9
ENSBTAG00000004411,CRISPLD1,2907,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000047574,NA,225,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000008280,HNF4G,3816,0,0,0,0,0,45,0,1,0,6,0,2
ENSBTAG00000042995,RF00026,103,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000033268,ZFHX4,11021,87,55,110,58,134,278,48,87,50,150,95,108
ENSBTAG00000003885,PEX2,1531,3817,1870,3878,4055,2548,2328,3054,2051,4033,1749,4347,2458
ENSBTAG00000032831,NA,198,103,124,456,697,218,259,213,170,153,253,478,267
ENSBTAG00000039499,NA,666,70,165,422,273,66,94,85,58,165,132,226,172
ENSBTAG00000047079,RF00026,105,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050099,NA,351,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017169,NA,381,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000054774,NA,783,17,5,5,98,13,94,1,79,9,1,3,3
ENSBTAG00000045131,RF00026,103,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000009539,NA,1119,0,0,0,0,0,0,0,0,2,0,0,0
ENSBTAG00000008150,PKIA,4095,345,199,124,370,285,1995,219,599,272,261,398,363
ENSBTAG00000018902,ZC2HC1A,4166,64352,33277,18377,26775,19876,24274,19466,18344,55300,35112,39729,26616
ENSBTAG00000016284,IL7,634,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042141,RF00420,132,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000020099,STMN2,2232,32,35,44,12,20,35,30,26,18,24,37,38
ENSBTAG00000032812,NA,312,32,58,119,67,69,70,36,38,50,31,84,97
ENSBTAG00000015717,HEY1,1302,567,1176,262,128,511,610,716,517,355,664,546,1003
ENSBTAG00000001302,MRPS28,855,3500,1522,1924,2810,1889,1103,1397,1171,2896,1141,2909,1897
ENSBTAG00000007335,TPD52,2508,800,249,207,488,209,128,349,545,409,351,389,186
ENSBTAG00000003339,ZBTB10,2812,514,170,132,106,185,404,242,296,264,684,170,138
ENSBTAG00000052076,NA,908,43,70,79,37,49,39,22,48,55,48,51,61
ENSBTAG00000053020,NA,231,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000021743,ZNF704,1885,0,12,9,18,16,35,12,9,22,23,7,19
ENSBTAG00000014026,PAG1,3019,25,28,8,0,3,1,15,19,20,22,9,9
ENSBTAG00000047330,FABP5,1839,6808,2729,5185,7525,2090,4467,2177,2430,5393,4912,3355,2963
ENSBTAG00000000071,PMP2,2449,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000039718,FABP9,731,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000037526,FABP4,754,0,0,0,0,0,0,0,0,0,0,21,0
ENSBTAG00000047661,FABP12,423,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002080,CCN3,2353,0,1,0,0,0,0,0,8,0,0,0,0
ENSBTAG00000011779,MAL2,2823,1353,248,492,882,487,547,721,861,1001,869,592,258
ENSBTAG00000054331,COLEC10,1974,0,0,0,0,1,20,0,0,0,1,0,0
ENSBTAG00000050094,RF00554,135,0,3,1,0,3,3,0,0,2,3,2,5
ENSBTAG00000007423,TNFRSF11B,2236,0,1,5,0,0,0,13,19,0,0,10,3
ENSBTAG00000042620,RF00406,135,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043996,SAMD12,2540,2889,2202,3940,8914,1567,902,778,657,3170,1302,3335,1957
ENSBTAG00000044458,bta-mir-2489,78,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000006209,EXT1,2241,8461,8583,3470,1910,5334,4813,4126,3820,4856,2258,7811,8188
ENSBTAG00000026254,MED30,1142,1941,883,988,1522,1064,1249,883,919,1206,566,1505,994
ENSBTAG00000045207,RF00322,134,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052098,SLC30A8,1053,0,0,3,0,0,0,0,0,0,0,0,1
ENSBTAG00000032738,AARD,1036,70,48,39,56,7,2,22,3,23,20,84,29
ENSBTAG00000007303,RAD21,3556,12676,3635,4118,7520,4974,6747,6230,7865,9286,9006,8221,3567
ENSBTAG00000040422,UTP23,2809,7752,6962,7103,7631,6591,2881,2389,2014,9888,5570,7368,7844
ENSBTAG00000014032,EIF3H,1261,984,1383,1015,586,606,1677,1175,806,1835,1245,862,713
ENSBTAG00000043498,RF00026,108,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017694,TRPS1,7022,60,35,30,160,46,129,13,93,94,113,123,38
ENSBTAG00000055102,NA,1049,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049675,NA,802,0,0,0,0,0,0,0,1,0,0,0,0
ENSBTAG00000054489,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000044733,RF00026,99,0,0,0,0,0,0,0,0,0,1,0,0
ENSBTAG00000039068,CSMD3,1211,0,0,0,0,0,2,0,1,0,0,0,0
ENSBTAG00000038281,CSMD3,11094,155,77,63,94,51,29,75,41,58,81,121,33
ENSBTAG00000042375,RF00026,103,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043367,RF00020,124,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000008512,KCNV1,3468,1,0,1,0,5,3,1,2,0,1,0,3
ENSBTAG00000044217,RF00001,136,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000021747,NA,2985,14601,16421,10445,7769,19991,22951,21077,22659,10078,19532,16222,13398
ENSBTAG00000032548,SYBU,3774,57,21,6,19,37,3,85,39,48,30,18,10
ENSBTAG00000037571,EBAG9,1972,177,121,98,81,109,224,82,67,105,82,195,114
ENSBTAG00000026247,PKHD1L1,12728,57,4,24,57,0,0,8,5,26,9,47,4
ENSBTAG00000007387,ENY2,634,46970,25591,38722,45926,30346,19732,21017,25274,36226,26135,36276,32213
ENSBTAG00000007386,NUDCD1,4010,16164,6481,6768,7766,4216,5023,3557,4951,13726,6515,9837,6357
ENSBTAG00000019997,TRHR,1197,0,0,8,0,0,0,0,0,0,0,0,0
ENSBTAG00000039141,TMEM74,921,22,64,47,61,38,40,86,70,123,48,111,51
ENSBTAG00000010006,EMC2,1265,780,691,598,896,397,754,666,502,1048,747,727,526
ENSBTAG00000006702,EIF3E,1637,32449,11828,18655,21796,13165,13882,14656,15342,36845,19535,27300,15023
ENSBTAG00000013598,RSPO2,2524,3589,3011,1352,1038,1661,2293,4799,3991,3106,5163,2240,2186
ENSBTAG00000029159,RF00001,117,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000006213,NA,561,0,7,4,1,2,4,3,1,0,5,1,1
ENSBTAG00000008257,NA,1595,2,3,3,7,1,4,3,0,3,2,1,0
ENSBTAG00000014051,ANGPT1,2181,80,42,43,91,72,80,59,51,23,42,9,34
ENSBTAG00000018352,ABRA,1702,4,2,9,0,0,0,3,2,6,0,0,5
ENSBTAG00000008285,OXR1,4034,362,181,123,257,176,419,191,240,225,344,383,210
ENSBTAG00000001649,ZFPM2,3450,281,124,117,96,182,99,63,102,89,88,123,256
ENSBTAG00000054112,bta-mir-2285cn,60,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042347,RF00619,126,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000011516,LRP12,5334,8,29,14,47,83,1731,56,448,40,28,19,50
ENSBTAG00000051568,NA,1203,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000021887,DPYS,2762,0,2,0,0,20,0,0,2,49,0,0,0
ENSBTAG00000021240,DCSTAMP,2673,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000003827,RIMS2,3828,8792,13156,3903,3671,6369,3553,6302,6730,6551,6850,7153,10409
ENSBTAG00000054448,NA,3496,40,40,39,34,68,103,15,19,59,31,19,62
ENSBTAG00000021449,DCAF13,2338,1808,718,1047,2080,378,2313,557,819,1585,1103,1155,716
ENSBTAG00000045707,RF00001,138,0,1,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000033902,SLC25A32,2177,124,145,156,194,73,169,76,114,119,121,165,148
ENSBTAG00000032591,CTHRC1,1519,87,30,3,140,36,184,10,37,31,8,45,55
ENSBTAG00000010529,FZD6,4354,64,38,60,353,98,523,95,275,351,211,138,104
ENSBTAG00000026242,BAALC,1610,33,3,50,44,12,24,14,9,0,1,11,22
ENSBTAG00000013513,ATP6V1C1,1953,13249,6695,5237,5997,5140,5378,5440,5258,11197,4335,9689,7734
ENSBTAG00000007943,AZIN1,4534,3198,1263,1325,1793,1926,4421,1876,2860,2896,2808,1808,1432
ENSBTAG00000052148,NA,754,0,2,23,27,2,0,16,0,0,0,0,0
ENSBTAG00000014396,KLF10,3264,113,109,15,98,127,2353,24,916,194,32,43,90
ENSBTAG00000003445,ODF1,1059,0,12,7,30,0,0,7,2,8,21,3,6
ENSBTAG00000021209,UBR5,11049,2719,1007,1061,1759,1153,2382,1476,1774,2236,2330,1514,785
ENSBTAG00000021208,RRM2B,1706,806,247,309,662,172,136,235,105,451,120,476,211
ENSBTAG00000051526,RF00026,107,0,0,0,0,0,0,1,0,0,0,0,0
ENSBTAG00000026963,NCALD,3491,60,48,83,11,64,26,117,29,8,81,63,107
ENSBTAG00000004518,GRHL2,2032,0,1,9,0,17,13,2,3,0,5,17,5
ENSBTAG00000044766,RF00026,104,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000045224,RF00600,145,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043313,RF00026,112,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049789,NA,370,14,78,37,0,10,11,15,5,35,8,31,69
ENSBTAG00000051028,NA,688,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000008054,ZNF706,1367,36500,16745,15697,18003,17297,9228,8597,9870,14003,6734,24633,26100
ENSBTAG00000000236,YWHAZ,1740,1280,844,362,498,498,2182,664,617,486,318,589,946
ENSBTAG00000046358,PABPC1,3157,14300,5698,2594,7114,5348,15319,5023,7093,10615,7227,5488,3559
ENSBTAG00000011271,SNX31,1314,38,16,9,79,28,174,4,48,53,11,25,6
ENSBTAG00000001254,ANKRD46,3805,3485,951,1068,2016,772,2203,1221,1717,2018,1959,1220,927
ENSBTAG00000054554,NA,1089,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017833,RNF19A,4874,985,531,370,478,392,1799,501,718,867,421,650,491
ENSBTAG00000050156,NA,1149,46,2,4,0,10,71,4,7,21,18,33,9
ENSBTAG00000032544,SPAG1,2223,0,4,4,2,0,29,0,0,3,5,0,7
ENSBTAG00000022539,POLR2K,1798,638,307,1067,2567,393,1293,342,698,867,483,850,444
ENSBTAG00000019795,FBXO43,2685,5264,1050,1529,2402,1800,1854,1913,2160,4608,2904,2352,1300
ENSBTAG00000019793,RGS22,3751,327,258,391,520,188,183,372,117,418,249,256,256
ENSBTAG00000014130,MGC148714,1575,551,645,2650,1589,1011,3630,706,951,1144,808,710,1236
ENSBTAG00000012357,VPS13B,12618,2296,1215,827,1283,908,701,762,858,1897,1033,1637,1049
ENSBTAG00000042171,RF00156,135,0,0,0,0,0,0,0,1,0,0,0,0
ENSBTAG00000037291,bta-mir-875,77,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000030020,bta-mir-599,95,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000013213,OSR2,1752,0,1,1,2,6,0,6,0,0,6,0,2
ENSBTAG00000026234,STK3,2905,1285,545,536,895,490,1095,589,749,959,1218,722,338
ENSBTAG00000007768,KCNS2,1434,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000018206,NIPAL2,1152,0,38,40,1,31,84,38,28,17,22,5,22
ENSBTAG00000012596,POP1,3208,7,38,21,48,20,6,19,37,2,23,30,40
ENSBTAG00000012595,RIDA,1032,4615,1164,3087,5748,1722,1783,1069,1547,4313,1004,5324,2072
ENSBTAG00000018493,ERICH5,3031,252,79,32,78,23,22,26,77,131,144,66,43
ENSBTAG00000016278,RPL30,1744,798,1089,1983,1660,1450,4128,916,1246,1474,818,1104,1420
ENSBTAG00000054493,RF00139,132,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017165,MATN2,3609,27,41,8,338,199,845,18,368,99,19,74,58
ENSBTAG00000036902,RF00001,118,0,0,0,0,0,0,3,0,0,0,0,0
ENSBTAG00000043410,RF00026,104,0,1,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000016959,LAPTM4B,4527,1356,1145,337,2875,2607,18889,276,4592,1677,449,750,1015
ENSBTAG00000003098,MTDH,3508,3573,1193,2216,2749,2356,5158,2994,3914,3788,3803,1864,1522
ENSBTAG00000032432,NA,477,1,5,15,16,13,67,10,22,5,3,5,13
ENSBTAG00000011290,NA,474,3,8,5,2,4,8,3,6,10,5,2,10
ENSBTAG00000011572,TSPYL5,1320,0,3,2,0,1,0,0,0,0,0,0,2
ENSBTAG00000049287,NA,1637,45,25,11,12,72,328,53,95,49,40,4,44
ENSBTAG00000046135,NA,981,27,25,20,9,24,35,49,32,22,47,24,34
ENSBTAG00000011908,CPQ,4788,84,74,103,107,52,59,64,48,68,64,49,44
ENSBTAG00000030067,bta-mir-584-1,76,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000014357,SDC2,1920,337,123,252,215,245,379,162,296,438,197,420,278
ENSBTAG00000045108,bta-mir-2285dc,61,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000013901,PTDSS1,2543,380,556,250,508,457,952,381,452,272,341,264,306
ENSBTAG00000001522,MTERF3,1547,8107,4627,2209,2676,1765,3325,2344,2853,4982,2165,6245,4362
ENSBTAG00000001521,UQCRB,476,1008,1675,2173,2353,1291,2575,759,837,1654,1520,1407,1629
ENSBTAG00000007687,GDF6,1693,0,1,1,0,0,0,2,0,0,0,0,0
ENSBTAG00000049709,NA,279,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000044846,RF00156,124,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051195,NA,1019,2,8,31,22,12,4,15,32,13,17,21,23
ENSBTAG00000043970,C14H8orf37,624,87,56,63,106,33,68,43,67,138,20,148,119
ENSBTAG00000019581,PLEKHF2,2757,11006,2122,3637,6477,2915,4033,4258,4769,8895,6762,3601,1961
ENSBTAG00000007570,NDUFAF6,2423,56,192,49,74,66,45,87,87,60,56,92,127
ENSBTAG00000042492,RF00397,135,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000055158,TP53INP1,5774,9329,2334,3953,5380,3928,5022,6043,6419,9574,7898,4779,2575
ENSBTAG00000004906,CCNE2,2628,183,189,318,504,168,257,103,100,351,135,208,146
ENSBTAG00000004902,INTS8,3149,340,118,173,305,209,553,178,274,307,280,266,145
ENSBTAG00000013621,DPY19L4,4148,136,17,45,50,16,39,35,54,74,68,19,26
ENSBTAG00000021838,ESRP1,3568,3582,1781,1642,3423,1480,1502,4077,3241,3713,5002,2367,1151
ENSBTAG00000003789,VIRMA,6661,862,749,608,490,1050,1531,1491,1080,1391,893,860,671
ENSBTAG00000050204,NA,12,0,0,0,0,0,0,0,1,0,0,0,0
ENSBTAG00000000632,RAD54B,3015,171,129,170,407,88,82,116,233,278,209,246,231
ENSBTAG00000024984,FSBP,900,521,182,240,218,97,486,281,215,415,288,383,232
ENSBTAG00000007596,GEM,3577,447,231,61,904,307,4967,31,891,344,90,192,231
ENSBTAG00000021964,CDH17,3680,2,8,3,4,17,42,14,2,32,1,0,13
ENSBTAG00000000199,PDP1,4390,643,386,486,356,459,711,1211,1427,1003,1493,743,381
ENSBTAG00000044190,TMEM67,4089,32,23,27,107,39,195,19,106,114,81,126,28
ENSBTAG00000054989,NA,308,7,27,15,2,5,11,20,22,9,11,10,19
ENSBTAG00000013408,RBM12B,2604,57,61,41,7,24,83,103,69,63,83,71,72
ENSBTAG00000013405,FAM92A,1054,901,545,554,1703,589,1870,92,368,1157,225,790,1057
ENSBTAG00000050026,NA,225,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000047532,TRIQK,1974,545,155,273,306,181,386,216,322,581,319,321,247
ENSBTAG00000048879,NA,1028,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017339,RUNX1T1,7719,550,520,358,186,355,406,821,655,471,707,510,365
ENSBTAG00000032301,SLC26A7,1968,0,0,1,0,0,0,0,0,0,0,0,0
ENSBTAG00000054143,NA,1431,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053113,NA,863,0,0,1,0,0,0,0,13,0,0,1,0
ENSBTAG00000003481,OTUD6B,975,3118,1813,1358,1781,920,1944,1394,1658,2906,2413,2275,1854
ENSBTAG00000039968,PIP4P2,1463,4,1,3,0,7,106,0,5,14,0,0,8
ENSBTAG00000051638,C8orf88,351,82,29,9,46,45,79,39,24,40,48,87,38
ENSBTAG00000032281,NA,1701,72,29,28,14,34,14,18,30,21,9,16,11
ENSBTAG00000011268,NA,953,49,13,8,87,60,74,33,69,28,50,21,17
